,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
7093,37.0,Private,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,True,True,3620
14872,26.0,Private,11.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3621
17684,38.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,3622
30576,46.0,Private,12.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,3623
7855,53.0,State-gov,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,3624
28871,26.0,Private,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,False,False,3625
6840,52.0,Private,9.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,3626
16420,32.0,Private,9.0,Divorced,Craft-repair,Other-relative,Black,Female,0.0,0.0,50.0,United-States,False,False,3627
28605,51.0,Self-emp-not-inc,3.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3628
23699,34.0,Private,9.0,Separated,Sales,Unmarried,Black,Female,0.0,0.0,20.0,United-States,False,False,3629
30172,31.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,United-States,False,False,3630
12734,18.0,Private,10.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,21.0,United-States,False,False,3631
3355,25.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3632
3916,27.0,?,13.0,Never-married,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3633
7391,42.0,Private,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,37.0,United-States,False,False,3634
10474,38.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3635
9171,21.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,10.0,United-States,False,False,3636
3358,41.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,3637
17807,21.0,Local-gov,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,20.0,United-States,False,False,3638
11150,37.0,Private,10.0,Separated,Other-service,Other-relative,White,Female,0.0,0.0,40.0,United-States,False,False,3639
30852,54.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3640
15063,47.0,Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,60.0,United-States,False,True,3641
29029,45.0,Self-emp-not-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,72.0,?,False,True,3642
9806,66.0,Private,9.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,50.0,England,False,False,3643
6615,39.0,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,False,False,3644
16594,59.0,Self-emp-not-inc,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3645
22036,42.0,Private,10.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,Canada,False,False,3646
30865,30.0,Self-emp-not-inc,11.0,Married-civ-spouse,Sales,Husband,White,Male,3137.0,0.0,60.0,Germany,False,True,3647
4348,40.0,Private,10.0,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,84.0,United-States,False,False,3648
8320,57.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,38.0,United-States,False,False,3649
24942,25.0,Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,3650
18339,25.0,Private,10.0,Never-married,Adm-clerical,Unmarried,Other,Male,0.0,0.0,40.0,United-States,False,False,3651
7688,30.0,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,?,False,True,3652
14886,24.0,Private,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3653
2995,39.0,Local-gov,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,False,False,3654
18409,69.0,?,13.0,Married-civ-spouse,?,Husband,White,Male,10605.0,0.0,10.0,United-States,True,True,3655
12348,33.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,True,False,3656
20271,41.0,?,13.0,Married-spouse-absent,?,Not-in-family,White,Male,0.0,0.0,30.0,United-States,False,False,3657
1670,44.0,Private,12.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,40.0,United-States,True,True,3658
6522,20.0,Private,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3659
21079,46.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,True,True,3660
22414,43.0,Private,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,True,True,3661
20866,27.0,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3662
637,33.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,60.0,United-States,True,True,3663
31788,52.0,Local-gov,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3664
14192,54.0,State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,46.0,England,True,True,3665
14084,31.0,Private,2.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,37.0,Mexico,False,False,3666
5339,20.0,Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,30.0,United-States,False,False,3667
15993,49.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3668
17295,22.0,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,False,False,3669
26928,67.0,?,9.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,20.0,United-States,False,False,3670
23430,43.0,Self-emp-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,3671
23361,40.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,3672
29009,37.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,3673
5828,17.0,Private,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,12.0,United-States,False,False,3674
14190,69.0,Private,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,False,False,3675
3413,34.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,60.0,United-States,True,True,3676
7667,27.0,Private,6.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,Mexico,False,False,3677
10513,21.0,Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,20.0,United-States,False,False,3678
12375,70.0,Private,4.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,38.0,United-States,False,False,3679
2529,49.0,Federal-gov,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,56.0,United-States,True,True,3680
14497,24.0,Private,9.0,Never-married,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,3681
11603,35.0,Private,9.0,Separated,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,3682
31931,34.0,Private,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,3683
25227,23.0,Private,1.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Laos,False,False,3684
19584,64.0,Self-emp-not-inc,3.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,Canada,False,False,3685
629,49.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,26.0,United-States,True,True,3686
29504,36.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,True,True,3687
29653,34.0,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,12.0,United-States,True,False,3688
1969,45.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,South,True,False,3689
20505,49.0,Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,3690
18025,27.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,United-States,False,False,3691
31459,18.0,Private,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,20.0,United-States,False,False,3692
4932,32.0,Private,10.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,True,False,3693
24834,30.0,Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3694
31232,44.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,50.0,United-States,True,True,3695
16700,53.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3696
8117,35.0,Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,3697
26959,32.0,State-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,10.0,United-States,False,False,3698
18694,19.0,Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,False,False,3699
18321,51.0,Self-emp-not-inc,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,3700
6509,54.0,Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3701
13663,21.0,Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,70.0,United-States,False,False,3702
11625,35.0,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3703
31289,33.0,Local-gov,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,False,False,3704
12905,37.0,Private,7.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3705
31945,32.0,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,3706
27147,41.0,State-gov,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,3707
2123,25.0,Private,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3708
26015,31.0,Private,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,25.0,United-States,False,False,3709
31963,32.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,False,False,3710
11734,65.0,?,1.0,Married-civ-spouse,?,Husband,Black,Male,0.0,0.0,30.0,United-States,False,False,3711
14549,52.0,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,41.0,United-States,False,False,3712
14809,55.0,Private,9.0,Widowed,Other-service,Not-in-family,White,Female,2202.0,0.0,35.0,Italy,False,False,3713
19356,32.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,60.0,United-States,True,True,3714
11741,37.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40.0,United-States,True,True,3715
11373,44.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,48.0,United-States,True,True,3716
24629,52.0,Private,13.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,False,False,3717
23335,19.0,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,23.0,United-States,False,False,3718
32164,35.0,Private,13.0,Never-married,Sales,Not-in-family,White,Male,10520.0,0.0,45.0,United-States,True,True,3719
643,36.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,50.0,United-States,True,True,3720
26577,35.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,Germany,False,False,3721
3468,38.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,True,False,3722
11154,20.0,Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,3723
3143,32.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,1977.0,40.0,United-States,True,True,3724
4974,56.0,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,True,True,3725
3643,31.0,State-gov,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3726
28469,54.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40.0,United-States,True,False,3727
29168,39.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,3728
19209,21.0,Private,10.0,Never-married,Prof-specialty,Own-child,White,Female,1055.0,0.0,32.0,United-States,False,False,3729
11075,52.0,Local-gov,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5013.0,0.0,40.0,United-States,False,False,3730
12947,25.0,Private,10.0,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.0,40.0,United-States,False,False,3731
17074,17.0,Private,5.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,False,False,3732
631,49.0,Local-gov,6.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,3733
30321,24.0,Private,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3734
11342,23.0,Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,50.0,United-States,False,False,3735
26204,22.0,Private,9.0,Separated,Other-service,Other-relative,White,Male,0.0,0.0,35.0,United-States,False,False,3736
9274,59.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3737
8062,48.0,Self-emp-not-inc,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3738
8240,76.0,Self-emp-not-inc,10.0,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,8.0,United-States,False,False,3739
23144,21.0,Private,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,25.0,United-States,False,False,3740
654,27.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,32.0,United-States,False,False,3741
25896,42.0,Private,10.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3742
3701,23.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3743
20306,26.0,Self-emp-not-inc,9.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,40.0,United-States,False,False,3744
18751,35.0,Private,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,3745
9917,42.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,False,False,3746
8738,32.0,Private,10.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,36.0,Puerto-Rico,False,False,3747
12144,45.0,Private,10.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,55.0,United-States,False,False,3748
46,53.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,False,False,3749
22563,21.0,Private,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,3750
26759,35.0,Private,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,False,False,3751
1165,33.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,False,False,3752
870,44.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3753
20738,20.0,Private,10.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,3754
29814,55.0,?,4.0,Divorced,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,3755
5743,60.0,Self-emp-not-inc,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3756
10055,39.0,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,False,True,3757
23918,28.0,?,8.0,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,20.0,Germany,False,False,3758
15905,62.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,False,False,3759
22657,51.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3760
7215,42.0,Self-emp-not-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,True,False,3761
28623,33.0,Private,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,65.0,United-States,False,False,3762
26376,23.0,Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3763
4652,48.0,Private,9.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,38.0,United-States,False,False,3764
2678,31.0,Private,10.0,Never-married,Farming-fishing,Not-in-family,White,Female,0.0,0.0,45.0,United-States,False,False,3765
15853,53.0,Private,9.0,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,3766
29744,66.0,State-gov,15.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051.0,0.0,55.0,United-States,True,True,3767
6302,33.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,39.0,United-States,False,False,3768
15122,57.0,Self-emp-not-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,False,True,3769
31377,40.0,Private,15.0,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,False,False,3770
7125,54.0,Self-emp-not-inc,11.0,Married-civ-spouse,Tech-support,Other-relative,White,Female,0.0,0.0,10.0,United-States,False,False,3771
2582,28.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,3772
6076,29.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3773
3690,26.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44.0,United-States,False,False,3774
12086,66.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,True,False,3775
26778,65.0,Private,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,2346.0,0.0,40.0,United-States,False,False,3776
8438,41.0,Private,12.0,Never-married,Adm-clerical,Not-in-family,Other,Female,0.0,0.0,50.0,United-States,False,False,3777
20897,33.0,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3778
23266,66.0,Self-emp-not-inc,16.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,2377.0,25.0,United-States,True,True,3779
3720,46.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3780
30894,20.0,Private,10.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,Germany,False,False,3781
13354,19.0,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15.0,United-States,False,False,3782
9436,26.0,Private,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3783
5120,46.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,False,True,3784
4498,35.0,Private,11.0,Divorced,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,3785
1610,58.0,Self-emp-not-inc,8.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,52.0,United-States,False,False,3786
6934,56.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,3787
12057,36.0,Private,10.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3788
26484,37.0,Private,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,3789
28576,44.0,Private,10.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,32.0,United-States,False,False,3790
1547,38.0,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3791
28575,29.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,Outlying-US(Guam-USVI-etc),False,False,3792
18719,32.0,Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,3793
16887,63.0,Private,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3794
24237,19.0,Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,3795
15525,26.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,38.0,United-States,False,False,3796
21913,38.0,Private,7.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,52.0,United-States,False,False,3797
4523,57.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,35.0,India,False,False,3798
2661,39.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,3799
8547,38.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3800
684,18.0,State-gov,7.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,5.0,United-States,False,False,3801
16991,37.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,True,True,3802
17399,21.0,Private,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,45.0,United-States,False,False,3803
12007,36.0,?,14.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,50.0,United-States,False,True,3804
24474,35.0,Private,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,3805
29670,34.0,Private,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,6.0,United-States,False,False,3806
18281,37.0,Private,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,3807
24262,26.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,50.0,Mexico,False,False,3808
32240,21.0,Private,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,46.0,United-States,False,False,3809
23453,38.0,Private,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,False,False,3810
27817,23.0,Private,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Dominican-Republic,False,False,3811
20868,61.0,?,13.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,24.0,United-States,False,False,3812
9112,25.0,Private,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States,False,False,3813
588,52.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,47.0,United-States,True,False,3814
17363,26.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3815
12221,33.0,Federal-gov,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,False,False,3816
28271,44.0,?,9.0,Never-married,?,Unmarried,Black,Female,0.0,0.0,40.0,United-States,False,False,3817
3310,36.0,Private,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,False,False,3818
13861,29.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,False,False,3819
17659,26.0,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3820
6713,48.0,Private,13.0,Divorced,Sales,Unmarried,White,Male,0.0,0.0,40.0,United-States,True,False,3821
16199,30.0,Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,3822
31003,35.0,Private,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,1887.0,50.0,Iran,True,True,3823
23750,65.0,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45.0,United-States,False,True,3824
22401,40.0,Federal-gov,14.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,3825
7222,29.0,Private,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,3826
7064,56.0,Self-emp-not-inc,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,3827
1195,49.0,Local-gov,13.0,Divorced,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,False,False,3828
1438,41.0,Self-emp-not-inc,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35.0,United-States,False,False,3829
26914,51.0,Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3830
2879,22.0,Private,7.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States,False,False,3831
27638,26.0,Local-gov,6.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,3832
13827,34.0,Private,13.0,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0.0,2339.0,40.0,?,False,True,3833
22812,45.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,3834
2323,23.0,?,10.0,Never-married,?,Own-child,Asian-Pac-Islander,Male,0.0,0.0,20.0,China,False,False,3835
29866,22.0,Private,10.0,Never-married,Craft-repair,Own-child,White,Female,0.0,0.0,35.0,United-States,False,False,3836
19182,53.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,Germany,True,False,3837
30845,46.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,3838
