,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
23138,-1.5088705,4,-0.42005304,4,1,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2821
30668,0.030670146,4,1.1347215,0,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2822
22945,1.130342,4,-1.586134,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2823
23159,1.4968994,4,0.35733426,0,10,0,4,0,-0.14591824,-0.21665621,-0.35938284,39,False,False,2824
9387,-0.70244443,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2825
2195,0.030670146,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2826
27009,-1.3622476,0,-1.586134,4,0,0,4,0,-0.14591824,-0.21665621,-0.84531397,39,False,False,2827
964,-0.7757559,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2828
23121,-1.1423132,4,-1.9748275,4,14,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2829
3695,-0.18926424,6,-0.03135939,0,12,1,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,2830
21491,2.6698828,0,-0.42005304,6,0,0,4,0,-0.14591824,-0.21665621,-2.6270614,39,False,False,2831
30646,0.9837191,7,0.35733426,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2832
9898,-1.2889361,4,0.35733426,4,3,1,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2833
22019,-1.3622476,4,-0.42005304,4,3,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2834
31605,-1.3622476,0,-0.80874664,4,0,0,3,1,-0.14591824,3.7589226,-0.03542877,39,False,False,2835
22283,1.4968994,4,-0.03135939,5,1,1,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2836
22704,0.9837191,4,-0.03135939,2,10,4,4,1,-0.14591824,-0.21665621,-0.03542877,11,True,False,2837
21227,1.4968994,4,-0.42005304,6,7,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2838
20063,-1.2156247,4,1.1347215,4,10,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2839
6545,1.0570306,4,-0.42005304,0,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2840
13178,0.030670146,4,1.5234151,2,1,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2841
22592,0.69047326,5,2.3008025,2,4,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,True,True,2842
14252,-1.0690018,4,1.1347215,4,10,3,2,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,2843
24478,-1.3622476,4,-0.42005304,4,6,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2844
27171,-1.1423132,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,2845
20344,2.743194,6,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,2846
21607,-0.9956903,4,1.1347215,4,4,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,2847
29256,0.8370962,6,-0.42005304,2,12,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2848
25444,1.2769649,5,-0.03135939,2,4,4,4,1,-0.14591824,3.932637,-0.03542877,39,False,True,2849
20841,0.91040766,4,-0.42005304,0,4,0,4,1,-0.14591824,-0.21665621,0.2885253,39,False,False,2850
6621,1.2769649,5,1.5234151,0,4,0,4,1,3.6221116,-0.21665621,1.5843416,39,True,True,2851
21902,-0.042641316,4,1.1347215,2,10,4,4,1,0.842262,-0.21665621,0.77445644,39,True,True,2852
6536,-0.33588716,0,-0.42005304,2,0,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2853
10831,-0.2625757,4,2.3008025,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,2854
20927,-0.9956903,4,1.1347215,4,6,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2855
27256,-1.5088705,4,-0.80874664,4,12,3,4,0,-0.14591824,-0.21665621,-2.6270614,39,False,False,2856
11774,-0.55582154,7,-0.80874664,2,8,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2857
26800,-0.8490674,4,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,1.179399,0,False,False,2858
17135,-0.33588716,4,1.1347215,2,8,5,1,0,0.8950697,-0.21665621,0.77445644,30,True,True,2859
28705,1.4968994,1,1.5234151,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,0,True,False,2860
4854,-0.9956903,4,1.1347215,4,13,0,1,0,-0.14591824,2.4932888,-0.03542877,30,False,False,2861
25890,1.0570306,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2862
31167,0.91040766,6,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,2.3942268,39,False,False,2863
18578,-0.629133,4,-0.42005304,2,4,2,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2864
12721,-0.7757559,4,-0.03135939,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2865
26747,-1.1423132,4,-0.03135939,4,8,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,2866
11633,-1.5088705,4,-0.03135939,4,8,3,4,0,-0.14591824,-0.21665621,-2.0601418,39,False,False,2867
23143,-0.92237884,4,-0.42005304,4,8,0,4,1,-0.14591824,-0.21665621,-0.03542877,26,False,False,2868
22509,-0.8490674,4,1.1347215,4,13,0,4,0,-0.14591824,-0.21665621,-2.0601418,39,False,False,2869
17933,-0.042641316,4,-2.363521,2,3,4,4,1,-0.14591824,-0.21665621,-0.35938284,26,False,False,2870
9183,-0.4091986,4,-1.1974403,5,7,2,4,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,2871
31696,3.7695546,0,-0.42005304,2,0,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2872
9969,-0.92237884,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2873
17724,1.130342,4,-0.42005304,6,6,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2874
7460,1.130342,2,1.5234151,2,1,4,4,1,0.842262,-0.21665621,-0.03542877,39,True,True,2875
28108,-1.2889361,4,-0.03135939,4,1,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2876
29098,-0.115952775,4,1.1347215,2,10,4,3,1,-0.14591824,-0.21665621,0.77445644,0,True,True,2877
25599,-0.629133,1,-0.03135939,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2878
7967,-0.7757559,6,-1.1974403,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2879
24779,0.323916,0,-0.42005304,2,0,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2880
25511,-0.629133,4,-0.03135939,0,1,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2881
13437,0.2506045,4,-0.42005304,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2882
26387,0.323916,6,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,2883
25055,0.4705389,4,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2884
15396,0.91040766,4,-1.1974403,0,14,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2885
29946,-0.042641316,4,-0.03135939,0,12,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2886
21493,-0.55582154,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,2887
14682,-0.92237884,1,-0.03135939,2,1,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2888
23105,1.3502764,1,0.35733426,4,13,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2889
5634,0.91040766,4,1.5234151,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,2890
23925,0.17729306,4,1.1347215,0,4,1,2,0,-0.14591824,-0.21665621,4.013997,39,True,False,2891
4593,0.6171618,4,0.35733426,2,4,4,4,1,1.8883954,-0.21665621,0.77445644,39,True,True,2892
228,2.6698828,4,0.35733426,6,1,0,4,0,-0.14591824,-0.21665621,-1.6551992,4,False,False,2893
10976,0.69047326,6,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2894
26954,0.54385036,4,-0.42005304,6,1,1,4,0,-0.14591824,-0.21665621,0.20753679,39,False,False,2895
1029,0.69047326,5,1.5234151,3,12,0,1,1,-0.14591824,-0.21665621,0.77445644,19,False,False,2896
30383,-0.042641316,4,1.5234151,2,10,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,2897
24965,-0.042641316,4,0.7460279,4,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2898
18032,1.0570306,6,-1.586134,2,5,4,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,2899
23492,-0.115952775,4,1.1347215,4,5,0,4,1,-0.14591824,-0.21665621,-0.84531397,39,False,False,2900
18218,-0.33588716,0,-0.03135939,2,0,5,4,0,0.8950697,-0.21665621,-2.7890384,39,True,False,2901
21758,0.8370962,4,-0.42005304,0,3,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2902
12739,1.4235879,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,False,2903
6905,1.5702108,4,-0.42005304,2,10,4,4,1,0.5328633,-0.21665621,-0.03542877,39,False,True,2904
7901,-1.5088705,4,-1.1974403,4,8,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2905
10063,0.8370962,4,-0.42005304,6,12,0,4,0,-0.14591824,5.8484592,2.5562038,39,True,True,2906
18717,-0.92237884,4,-0.03135939,4,7,0,1,1,-0.14591824,-0.21665621,-0.03542877,30,False,False,2907
27979,1.130342,6,1.1347215,2,4,5,4,0,-0.14591824,4.6895356,-0.44037136,39,True,True,2908
7115,-1.2156247,4,0.7460279,4,12,3,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,2909
11432,-0.70244443,4,-0.03135939,0,13,0,4,1,-0.14591824,-0.21665621,1.179399,39,False,False,2910
17259,1.3502764,5,1.9121088,2,10,4,1,1,1.8883954,-0.21665621,0.77445644,19,True,True,2911
24166,0.54385036,4,1.1347215,2,14,4,4,1,1.8883954,-0.21665621,-0.03542877,39,True,True,2912
5411,2.3766367,2,1.5234151,6,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2913
1031,-1.3622476,7,0.7460279,4,8,3,4,1,-0.14591824,4.0492735,-1.6551992,39,False,False,2914
32521,-0.4091986,4,-0.42005304,2,3,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2915
3320,0.54385036,4,-0.03135939,4,1,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2916
13066,0.6171618,1,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2917
9344,-0.33588716,1,1.1347215,2,11,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,True,2918
8816,-0.2625757,4,-0.42005304,2,4,4,4,1,0.8950697,-0.21665621,0.77445644,39,True,True,2919
22960,-1.2889361,4,-0.42005304,4,7,3,2,1,-0.14591824,-0.21665621,-3.193981,39,False,False,2920
13721,-0.55582154,4,-0.42005304,0,1,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2921
11730,-0.629133,4,2.3008025,4,10,0,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,2922
13205,-0.629133,6,0.35733426,4,3,3,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,2923
20665,-0.9956903,4,-0.42005304,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2924
13690,0.030670146,1,1.1347215,4,1,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,2925
22860,-0.33588716,4,-0.42005304,5,14,0,2,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,2926
27703,-0.9956903,4,1.1347215,4,12,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,2927
4056,-0.8490674,4,-0.03135939,2,6,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2928
1882,0.39722744,6,-0.42005304,2,10,5,4,0,-0.14591824,-0.21665621,-0.03542877,22,True,False,2929
28208,1.8634566,5,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2930
30426,1.2769649,5,1.9121088,2,10,4,4,1,-0.14591824,-0.21665621,-0.6833369,39,True,True,2931
11352,1.0570306,5,-0.03135939,0,12,0,4,1,1.020454,-0.21665621,0.77445644,5,True,True,2932
23612,-1.5088705,4,-0.42005304,2,4,5,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2933
30919,2.6698828,6,-0.42005304,2,5,4,4,1,0.32203886,-0.21665621,-0.03542877,39,False,False,2934
10158,-1.3622476,4,-1.586134,3,6,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2935
6174,-1.3622476,4,-0.03135939,4,1,3,4,0,-0.14591824,-0.21665621,-2.0601418,39,False,False,2936
9453,-0.48251006,4,1.1347215,2,4,4,4,1,0.8950697,-0.21665621,-0.03542877,39,True,True,2937
22871,0.10398161,2,-0.42005304,4,11,0,4,1,-0.14591824,-0.21665621,0.12654826,39,False,False,2938
9531,1.936768,0,-0.42005304,6,0,1,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2939
2552,0.91040766,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2940
4714,-1.2156247,4,-0.03135939,4,6,3,4,0,-0.14591824,-0.21665621,-2.2221189,39,False,False,2941
9227,0.17729306,4,1.5234151,4,10,0,4,0,3.6221116,-0.21665621,-0.44037136,39,True,True,2942
29434,0.91040766,4,1.1347215,0,12,0,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,2943
9564,-0.92237884,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2944
4142,-0.7757559,7,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,-0.1974058,39,False,False,2945
1918,-0.9956903,2,1.1347215,4,10,3,4,1,-0.14591824,-0.21665621,-0.44037136,39,False,False,2946
13286,-1.5088705,4,-2.752215,4,8,2,4,1,-0.14591824,-0.21665621,1.0984105,26,False,False,2947
29566,0.39722744,4,-0.42005304,4,6,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,2948
28148,1.2036535,0,-1.9748275,4,0,3,4,0,-0.14591824,-0.21665621,0.3695138,39,False,False,2949
5023,-0.33588716,4,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2950
17632,0.69047326,4,-0.42005304,6,8,0,4,0,-0.14591824,-0.21665621,0.2885253,39,False,False,2951
29451,-0.48251006,6,-0.42005304,0,4,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2952
3001,1.2036535,4,-2.363521,2,3,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,2953
29632,0.91040766,5,0.35733426,4,1,3,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2954
28425,2.6698828,0,-0.03135939,2,0,4,4,1,-0.14591824,-0.21665621,-2.6270614,39,False,False,2955
26330,-0.2625757,6,-0.03135939,4,3,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2956
13956,-1.1423132,4,-2.752215,4,9,1,4,0,-0.14591824,-0.21665621,-2.3031073,26,False,False,2957
23080,0.54385036,4,0.35733426,2,4,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2958
1694,0.39722744,4,-0.03135939,2,12,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,2959
12280,-1.0690018,4,-0.03135939,4,1,0,2,0,-0.14591824,-0.21665621,-1.6551992,0,False,False,2960
25002,0.54385036,4,-1.586134,3,8,0,1,1,-0.14591824,-0.21665621,-0.2783943,3,False,False,2961
16493,-1.1423132,4,-0.03135939,4,10,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,2962
31205,1.2769649,4,-2.363521,2,8,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2963
20580,-0.55582154,7,-0.42005304,2,1,2,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,2964
13723,-0.18926424,2,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2965
4752,1.5702108,0,-0.42005304,2,0,4,4,1,-0.14591824,-0.21665621,-0.6833369,39,False,False,2966
7568,-0.92237884,4,1.1347215,4,13,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2967
20777,0.76378477,4,-0.42005304,2,5,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2968
30617,0.9837191,1,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,2969
331,-0.92237884,4,1.1347215,4,1,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2970
23397,0.2506045,4,-0.03135939,2,14,4,4,1,-0.14591824,-0.21665621,1.3413761,39,False,False,2971
27653,-0.042641316,4,-0.42005304,4,1,1,4,0,-0.14591824,-0.21665621,-0.44037136,39,False,False,2972
26332,1.2036535,4,2.3008025,2,10,4,4,1,-0.14591824,4.6895356,1.179399,0,True,True,2973
29409,0.030670146,4,0.7460279,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,True,True,2974
711,-0.18926424,4,-0.03135939,0,1,1,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2975
22986,-1.3622476,4,-0.03135939,4,4,3,4,0,-0.14591824,-0.21665621,-1.6551992,39,False,False,2976
5535,-0.9956903,4,1.1347215,4,8,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2977
10993,-1.1423132,4,-0.42005304,4,3,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2978
13067,0.69047326,5,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.35938284,39,False,False,2979
26931,-0.7757559,4,-0.42005304,2,1,4,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2980
21500,0.6171618,2,1.1347215,0,10,0,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,2981
15951,-0.55582154,4,-0.42005304,2,1,5,4,0,-0.14591824,-0.21665621,-1.0882795,39,False,False,2982
15394,0.6171618,4,1.1347215,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,2983
8444,0.030670146,7,1.1347215,4,4,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2984
878,0.030670146,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2985
16611,1.0570306,4,-0.42005304,2,5,4,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,2986
27482,-0.33588716,4,-0.42005304,0,7,0,4,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,2987
1331,-1.3622476,4,-0.03135939,4,7,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2988
17253,-1.0690018,4,-0.42005304,4,5,3,4,1,-0.14591824,-0.21665621,4.6619053,39,False,False,2989
2187,-1.0690018,4,1.1347215,4,7,0,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,2990
27028,0.323916,4,1.1347215,2,7,4,4,1,-0.14591824,4.4661884,-0.03542877,39,True,True,2991
10494,-0.115952775,4,-0.03135939,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,2992
13050,-1.435559,2,-0.03135939,4,1,3,4,1,-0.14591824,-0.21665621,-2.0601418,39,False,False,2993
15443,-0.8490674,4,-0.42005304,2,7,4,1,1,0.24472305,-0.21665621,-0.03542877,25,False,False,2994
15379,-0.7757559,4,-0.42005304,4,8,1,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2995
1142,1.4968994,1,-0.42005304,6,12,1,4,0,-0.14591824,-0.21665621,-0.03542877,11,False,False,2996
10058,-1.1423132,4,1.1347215,4,10,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,2997
15366,-0.55582154,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,2998
5289,-0.18926424,4,-1.586134,2,7,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,2999
3343,0.17729306,5,0.35733426,2,12,4,3,1,-0.14591824,5.190826,3.528066,26,False,True,3000
17218,0.17729306,4,-0.42005304,4,14,0,4,1,-0.14591824,-0.21665621,-0.03542877,31,False,False,3001
4740,-0.4091986,4,1.1347215,4,10,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,3002
20829,1.936768,0,0.35733426,2,0,5,4,0,-0.14591824,-0.21665621,1.2603875,39,True,False,3003
24947,-0.18926424,4,-0.03135939,0,1,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,3004
6001,0.39722744,4,-1.586134,0,1,1,3,0,-0.14591824,-0.21665621,0.12654826,39,False,False,3005
19741,0.69047326,4,-0.42005304,0,14,0,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,3006
28545,-0.18926424,4,-0.42005304,2,14,4,4,1,-0.14591824,-0.21665621,2.3942268,39,True,False,3007
10257,-0.18926424,4,-0.42005304,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3008
22077,0.6171618,4,0.35733426,0,12,1,2,0,-0.14591824,-0.21665621,-1.2502565,39,False,False,3009
786,1.6435223,6,-0.42005304,2,5,4,4,1,-0.14591824,5.6201487,0.77445644,39,False,True,3010
21327,-0.8490674,4,-0.42005304,2,4,4,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,3011
9383,-0.7757559,4,1.1347215,4,12,1,4,1,-0.14591824,-0.21665621,1.9892842,39,False,False,3012
5580,0.39722744,4,1.5234151,2,13,4,4,1,-0.14591824,-0.21665621,-1.6551992,39,True,True,3013
27907,0.9837191,4,-0.42005304,2,1,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3014
12346,0.17729306,1,-0.42005304,5,4,0,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3015
24717,-0.7757559,4,-0.42005304,0,1,1,4,0,-0.14591824,-0.21665621,0.77445644,39,False,False,3016
5060,0.10398161,4,-0.03135939,2,14,4,4,1,-0.14591824,-0.21665621,0.20753679,39,False,False,3017
4021,-1.435559,0,-0.03135939,4,0,3,4,0,-0.14591824,-0.21665621,0.3695138,39,False,False,3018
9345,0.76378477,4,1.5234151,2,4,4,4,1,-0.14591824,-0.21665621,0.3695138,39,True,True,3019
19601,-0.70244443,4,-0.03135939,5,9,0,4,0,-0.14591824,-0.21665621,-0.84531397,13,False,False,3020
26852,0.030670146,4,-0.42005304,5,6,0,2,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3021
20712,0.10398161,4,1.1347215,0,10,0,4,0,-0.14591824,-0.21665621,0.3695138,39,False,False,3022
26136,0.39722744,4,1.1347215,6,10,1,4,0,-0.14591824,-0.21665621,-0.6833369,39,False,False,3023
13011,-0.18926424,4,1.1347215,4,13,3,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3024
28133,-0.92237884,7,-0.03135939,4,8,0,4,1,-0.14591824,-0.21665621,-1.6551992,39,False,False,3025
8334,1.6435223,4,-0.42005304,2,1,5,2,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3026
1414,0.9837191,6,-1.586134,2,4,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,3027
11347,-1.3622476,4,-0.03135939,4,12,3,4,1,-0.14591824,-0.21665621,-1.2502565,39,False,False,3028
14200,-1.0690018,4,-0.42005304,4,6,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3029
13709,1.5702108,4,-0.42005304,2,11,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3030
483,0.17729306,4,-0.42005304,3,3,1,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3031
32293,-0.70244443,4,-0.42005304,0,8,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3032
6622,0.54385036,4,-0.42005304,2,12,4,4,1,-0.14591824,-0.21665621,-0.35938284,39,False,False,3033
26268,-0.115952775,6,2.3008025,4,10,0,4,0,-0.14591824,6.133847,1.5843416,39,True,True,3034
2099,1.6435223,6,1.5234151,2,3,4,4,1,-0.14591824,-0.21665621,-2.9510155,0,False,True,3035
3774,0.76378477,5,-0.03135939,2,4,4,4,1,1.8883954,-0.21665621,0.77445644,39,True,True,3036
4617,-0.48251006,1,0.35733426,4,10,2,1,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3037
7503,0.91040766,2,2.3008025,2,10,4,4,1,-0.14591824,4.4661884,-0.03542877,39,True,True,3038
6266,-0.55582154,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3039
15884,-1.2889361,4,-0.42005304,3,7,3,4,0,-0.14591824,-0.21665621,-0.03542877,6,False,False,3040
3239,-1.5821819,0,-0.03135939,4,0,3,1,0,-0.14591824,-0.21665621,-0.03542877,30,False,False,3041
10225,-0.629133,4,-0.42005304,2,6,4,4,1,-0.14591824,-0.21665621,1.5843416,39,False,False,3042
24078,-0.7757559,4,-0.03135939,2,3,4,0,1,-0.14591824,-0.21665621,1.5843416,39,False,False,3043
23145,0.17729306,4,-0.42005304,0,3,0,4,1,-0.14591824,5.5878873,-0.03542877,39,False,True,3044
24043,3.7695546,6,-0.42005304,4,4,0,4,1,0.25542,-0.21665621,-2.3031073,39,False,False,3045
20189,-1.2156247,4,-0.03135939,4,12,3,4,1,-0.14591824,-0.21665621,-0.52135986,39,False,False,3046
23587,0.10398161,4,-0.03135939,4,4,0,4,1,-0.14591824,-0.21665621,0.77445644,39,True,False,3047
18402,-1.0690018,4,1.1347215,2,10,4,4,1,-0.14591824,-0.21665621,0.2885253,39,False,False,3048
29200,-0.48251006,4,-0.42005304,4,6,3,4,1,-0.14591824,-0.21665621,0.77445644,39,False,False,3049
18636,-0.70244443,4,0.7460279,4,1,0,1,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3050
19359,-0.7757559,4,-0.03135939,4,1,0,4,0,-0.14591824,-0.21665621,-0.03542877,39,False,False,3051
24101,-0.4091986,6,1.9121088,2,10,4,4,1,-0.14591824,-0.21665621,1.5843416,39,True,True,3052
30417,0.10398161,4,-0.42005304,4,7,0,4,1,-0.14591824,-0.21665621,0.3695138,39,False,False,3053
8634,-0.48251006,4,-1.586134,2,14,4,4,1,-0.14591824,-0.21665621,3.204112,39,True,False,3054
23261,0.91040766,4,-1.9748275,2,12,4,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3055
31277,0.030670146,4,-0.42005304,4,3,0,4,1,-0.14591824,3.6646204,0.77445644,39,True,False,3056
21218,-0.70244443,4,-0.42005304,2,1,5,1,0,-0.14591824,-0.21665621,-0.44037136,40,False,False,3057
7100,1.3502764,0,1.1347215,2,0,4,4,1,-0.14591824,-0.21665621,3.204112,39,True,True,3058
21630,1.6435223,4,1.9121088,2,4,4,4,1,-0.14591824,-0.21665621,-1.6551992,39,False,True,3059
18449,-1.0690018,4,-0.42005304,2,3,4,4,1,-0.14591824,-0.21665621,0.2885253,39,False,False,3060
8480,0.10398161,4,0.7460279,0,4,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,True,False,3061
21039,-0.33588716,0,-0.42005304,4,0,0,4,1,-0.14591824,-0.21665621,-0.03542877,39,False,False,3062
